target,origin,forecast_date,horizon,weight_source,n_past_origins,w_sarimax,w_tbats_prophet,w_var,w_bilstm
theta,2023-11-01,2024-03-01,4,same_horizon_past_rmse,11,0.32867955826038286,0.16301956392390657,0.3559030280749542,0.15239784974075649
theta,2023-11-01,2024-04-01,5,same_horizon_past_rmse,11,0.2952780545393844,0.15585787395520345,0.3605669698411926,0.18829710166421962
theta,2023-11-01,2024-05-01,6,same_horizon_past_rmse,11,0.271529428322474,0.15116906719036635,0.35209367549053633,0.22520782899662337
theta,2023-11-01,2024-06-01,7,same_horizon_past_rmse,11,0.2538131998167467,0.14689288246691892,0.33193555096238586,0.2673583667539484
theta,2023-11-01,2024-07-01,8,same_horizon_past_rmse,11,0.2375116668702153,0.14029149712988856,0.31424347269144226,0.3079533633084539
theta,2023-11-01,2024-08-01,9,same_horizon_past_rmse,11,0.2169804910360557,0.1297406546772506,0.2982873023430668,0.3549915519436269
theta,2023-11-01,2024-09-01,10,same_horizon_past_rmse,11,0.20757614767710134,0.12568571136838455,0.2830882399509001,0.383649901003614
theta,2023-11-01,2024-10-01,11,same_horizon_past_rmse,11,0.19775740872549794,0.12075468075369418,0.2681864904481851,0.4133014200726229
theta,2023-11-01,2024-11-01,12,same_horizon_past_rmse,11,0.1888737345312208,0.11551776028181811,0.25632194908287703,0.4392865561040842
theta,2023-12-01,2024-01-01,1,same_horizon_past_rmse,12,0.43151677520588366,0.12674175183554107,0.3692276090749319,0.07251386388364323
theta,2023-12-01,2024-02-01,2,same_horizon_past_rmse,12,0.3988288366269602,0.14260119991606843,0.3574839319087636,0.10108603154820785
theta,2023-12-01,2024-03-01,3,same_horizon_past_rmse,12,0.3617564041136434,0.1493752406942658,0.36481443727697227,0.1240539179151186
theta,2023-12-01,2024-04-01,4,same_horizon_past_rmse,12,0.32893624167752566,0.15516871058607312,0.3597985049914043,0.15609654274499693
theta,2023-12-01,2024-05-01,5,same_horizon_past_rmse,12,0.29652997805612263,0.15033853944808678,0.3633907851171646,0.189740697378626
theta,2023-12-01,2024-06-01,6,same_horizon_past_rmse,12,0.27230960676079075,0.1460947733947504,0.35391333964920296,0.22768228019525583
theta,2023-12-01,2024-07-01,7,same_horizon_past_rmse,12,0.2542894967677648,0.14181725972115372,0.33185350050394324,0.2720397430071382
theta,2023-12-01,2024-08-01,8,same_horizon_past_rmse,12,0.23765689459509634,0.13569096067220043,0.3134988376501539,0.3131533070825494
theta,2023-12-01,2024-09-01,9,same_horizon_past_rmse,12,0.21709909245357925,0.12581340345250788,0.2963060825583252,0.3607814215355878
theta,2023-12-01,2024-10-01,10,same_horizon_past_rmse,12,0.2079293888274825,0.12217306987817378,0.2813599838508295,0.3885375574435143
theta,2023-12-01,2024-11-01,11,same_horizon_past_rmse,12,0.19771507860516105,0.11764093805268065,0.2657306392354572,0.41891334410670117
theta,2023-12-01,2024-12-01,12,same_horizon_past_rmse,12,0.18922734411692682,0.11251342898278419,0.2522069739772914,0.4460522529229976
theta,2024-01-01,2024-02-01,1,same_horizon_past_rmse,13,0.4336078897215878,0.12482872941236996,0.3638133437566758,0.07775003710936643
theta,2024-01-01,2024-03-01,2,same_horizon_past_rmse,13,0.4039451555639994,0.13601569929747334,0.35576045419737334,0.104278690941154
theta,2024-01-01,2024-04-01,3,same_horizon_past_rmse,13,0.36774337640938853,0.14071761028091853,0.36541435082296214,0.1261246624867309
theta,2024-01-01,2024-05-01,4,same_horizon_past_rmse,13,0.3336661803318224,0.15048697222370028,0.3572035170315077,0.1586433304129696
theta,2024-01-01,2024-06-01,5,same_horizon_past_rmse,13,0.3004653927535455,0.1451479715853892,0.362265482098692,0.19212115356237325
theta,2024-01-01,2024-07-01,6,same_horizon_past_rmse,13,0.2749933321830065,0.1398753764249663,0.3551995412960317,0.22993175009599554
theta,2024-01-01,2024-08-01,7,same_horizon_past_rmse,13,0.2561909926945684,0.13603603845903167,0.3335489385174413,0.2742240303289587
theta,2024-01-01,2024-09-01,8,same_horizon_past_rmse,13,0.2390914068292965,0.13043384787658097,0.3151644241933912,0.3153103211007314
theta,2024-01-01,2024-10-01,9,same_horizon_past_rmse,13,0.218238895737511,0.12154018436468376,0.2976716257793872,0.362549294118418
theta,2024-01-01,2024-11-01,10,same_horizon_past_rmse,13,0.20872872281299396,0.11817661429284422,0.2827348054132062,0.3903598574809556
theta,2024-01-01,2024-12-01,11,same_horizon_past_rmse,13,0.19853167176252154,0.11343395798049596,0.2674208951073472,0.42061347514963543
theta,2024-01-01,2025-01-01,12,same_horizon_past_rmse,13,0.19128123143446704,0.10899205060385189,0.25500878225261586,0.4447179357090653
theta,2024-02-01,2024-03-01,1,same_horizon_past_rmse,14,0.4387933111517476,0.11458750724644066,0.3681927110920611,0.0784264705097507
theta,2024-02-01,2024-04-01,2,same_horizon_past_rmse,14,0.4039992200870652,0.12745611037162308,0.36210763007849894,0.10643703946281285
theta,2024-02-01,2024-05-01,3,same_horizon_past_rmse,14,0.3705797698536257,0.13418567561637648,0.3690718727006014,0.12616268182939652
theta,2024-02-01,2024-06-01,4,same_horizon_past_rmse,14,0.3359044936890249,0.1439381672822411,0.36075478861377036,0.15940255041496368
theta,2024-02-01,2024-07-01,5,same_horizon_past_rmse,14,0.301933718320353,0.1388196305318201,0.3648238918282141,0.1944227593196129
theta,2024-02-01,2024-08-01,6,same_horizon_past_rmse,14,0.27624640812556545,0.13453809732946728,0.3565366115425901,0.23267888300237718
theta,2024-02-01,2024-09-01,7,same_horizon_past_rmse,14,0.2573132097544523,0.13135293417277485,0.33435538890361094,0.27697846716916186
theta,2024-02-01,2024-10-01,8,same_horizon_past_rmse,14,0.24097199484800869,0.12678708129306282,0.3152356446784294,0.31700527918049914
theta,2024-02-01,2024-11-01,9,same_horizon_past_rmse,14,0.21969333036226857,0.11860993995128892,0.29678499896845545,0.364911730717987
theta,2024-02-01,2024-12-01,10,same_horizon_past_rmse,14,0.20905529334949174,0.11452062719401986,0.28071030115130435,0.3957137783051841
theta,2024-02-01,2025-01-01,11,same_horizon_past_rmse,14,0.19943120744069187,0.10999869519921669,0.2635672702617304,0.42700282709836096
theta,2024-02-01,2025-02-01,12,same_horizon_past_rmse,14,0.19168225777558937,0.10610475586975193,0.25215498329521885,0.4500580030594398
theta,2024-03-01,2024-04-01,1,same_horizon_past_rmse,15,0.4365810893809887,0.1088600127975776,0.37439791160711344,0.08016098621432015
