target,origin,feature,importance
theta,2024-07-01,pred_range,0.02257996411520626
theta,2024-07-01,sarimax_minus_var,0.03209257599832497
theta,2024-07-01,tbats_minus_bilstm,0.022837541630079724
theta,2024-07-01,ensemble_minus_predmean,0.011842597662520899
theta,2024-07-01,w_sarimax,0.039754255332041064
theta,2024-07-01,w_tbats_prophet,0.04840275023134654
theta,2024-07-01,w_var,0.02978705181694007
theta,2024-07-01,w_bilstm,0.02255206045171189
theta,2024-07-01,weight_entropy_proxy,0.024533511496699648
theta,2024-07-01,past_resid_mean_all,0.06055581995000898
theta,2024-07-01,past_resid_std_all,0.049158088568473576
theta,2024-07-01,past_resid_mean_h,0.09405708506402159
theta,2024-07-01,past_resid_std_h,0.031367876847024564
theta,2024-07-01,past_resid_mean_fmonth,0.06891120264431043
theta,2024-08-01,horizon,0.0857878342770399
theta,2024-08-01,origin_month,0.01941447286072845
theta,2024-08-01,origin_quarter,0.006226305298721897
theta,2024-08-01,forecast_month,0.07061796961006876
theta,2024-08-01,forecast_quarter,0.022799872926149094
theta,2024-08-01,forecast_year,0.002544243468770282
theta,2024-08-01,origin_index,0.04510951040841733
theta,2024-08-01,ensemble_pred,0.03349125018808607
theta,2024-08-01,sarimax_pred,0.02623427203723536
theta,2024-08-01,tbats_prophet_pred,0.021966587893464916
theta,2024-08-01,var_pred,0.03480350383251887
theta,2024-08-01,bilstm_pred,0.01953007535615907
theta,2024-08-01,pred_mean,0.03525458746732714
theta,2024-08-01,pred_std,0.017029105291926666
theta,2024-08-01,pred_range,0.023172447619513037
theta,2024-08-01,sarimax_minus_var,0.0293479194825938
theta,2024-08-01,tbats_minus_bilstm,0.022912753606302443
theta,2024-08-01,ensemble_minus_predmean,0.009581854982980347
theta,2024-08-01,w_sarimax,0.03891649638760194
theta,2024-08-01,w_tbats_prophet,0.04935455686941808
theta,2024-08-01,w_var,0.02455098900655485
theta,2024-08-01,w_bilstm,0.022813888011015377
theta,2024-08-01,weight_entropy_proxy,0.02726298307923644
theta,2024-08-01,past_resid_mean_all,0.06276514066061857
theta,2024-08-01,past_resid_std_all,0.04818535990839586
theta,2024-08-01,past_resid_mean_h,0.09516632560325873
theta,2024-08-01,past_resid_std_h,0.030782100002728418
theta,2024-08-01,past_resid_mean_fmonth,0.07437759386316836
theta,2024-09-01,horizon,0.09335771102804917
theta,2024-09-01,origin_month,0.019559206687600812
theta,2024-09-01,origin_quarter,0.005176250616811379
theta,2024-09-01,forecast_month,0.06519014280472495
theta,2024-09-01,forecast_quarter,0.019943542451078468
theta,2024-09-01,forecast_year,0.00236825599026609
theta,2024-09-01,origin_index,0.041214579738357925
theta,2024-09-01,ensemble_pred,0.034680604970130924
theta,2024-09-01,sarimax_pred,0.0249674144744939
theta,2024-09-01,tbats_prophet_pred,0.02177594531661018
theta,2024-09-01,var_pred,0.03423479086305371
theta,2024-09-01,bilstm_pred,0.01657421065506458
theta,2024-09-01,pred_mean,0.03317877560327698
theta,2024-09-01,pred_std,0.017049485040930908
theta,2024-09-01,pred_range,0.02149992705301712
theta,2024-09-01,sarimax_minus_var,0.03039951289829182
theta,2024-09-01,tbats_minus_bilstm,0.022261827785960118
theta,2024-09-01,ensemble_minus_predmean,0.011534444888928573
theta,2024-09-01,w_sarimax,0.042231951035441515
theta,2024-09-01,w_tbats_prophet,0.04244271376279588
theta,2024-09-01,w_var,0.0259053139828175
theta,2024-09-01,w_bilstm,0.02555905694320051
theta,2024-09-01,weight_entropy_proxy,0.025852366356646377
theta,2024-09-01,past_resid_mean_all,0.06868315163624697
theta,2024-09-01,past_resid_std_all,0.04946800780348851
theta,2024-09-01,past_resid_mean_h,0.0959089210923956
theta,2024-09-01,past_resid_std_h,0.03199619252928926
theta,2024-09-01,past_resid_mean_fmonth,0.0769856959910302
theta,2024-10-01,horizon,0.09180312252149676
