origin,forecast_date,horizon,actual,sarimax_pred,tbats_prophet_pred,var_pred,bilstm_pred,w_sarimax,w_tbats_prophet,w_var,w_bilstm,ensemble_pred,residual,rf_residual_pred,final_hybrid_pred,rf_model_used
2024-04-01,2024-08-01,4,567725.0,612217.7994379997,872338.226229693,607072.8559945823,508580.1440868376,0.3766399611399,0.117773205761397,0.381512644004429,0.1240741890942738,628031.3969616015,-60306.39696160145,-37322.16611810922,590709.2308434922,rolling_rf
2024-04-01,2024-09-01,5,565870.0,609490.2990468729,877299.1986269013,628050.8337494769,500256.25893771887,0.3573051461789702,0.1170304382683526,0.38617893341855,0.139485482134127,632763.2166819345,-66893.21668193454,-50357.822991970424,582405.3936899641,rolling_rf
2024-04-01,2024-10-01,6,557710.0,613929.6668701614,872650.2291535124,634218.2337531771,492651.2768055461,0.340590776089004,0.1162593782065665,0.3832556178388184,0.159894227865611,632392.3512701255,-74682.35127012548,-51508.28141146337,580884.0698586621,rolling_rf
2024-04-01,2024-11-01,7,525185.0,588181.8994290603,872542.8273957378,592965.7299330661,484851.5203172878,0.3319736029750337,0.119703630987616,0.3637372090381927,0.1845855569991576,604887.6965904377,-79702.69659043767,-53538.97646416726,551348.7201262704,rolling_rf
2024-04-01,2024-12-01,8,440185.0,543436.9113862892,862679.8594759017,585411.1842927292,478099.458897255,0.3215949355437372,0.1204831952693422,0.3514740223500945,0.2064478468368261,583164.411988813,-142979.41198881296,-106296.45599032061,476867.95599849237,rolling_rf
2024-04-01,2025-01-01,9,473755.0,562428.3882737673,865757.400893151,603828.4844970062,473814.40978518606,0.3106955736187339,0.1160358039049423,0.3457978106104639,0.2274708118658596,591784.383104347,-118029.38310434704,-77941.23996034014,513843.1431440069,rolling_rf
2024-04-01,2025-02-01,10,473590.0,556584.6442564664,877476.9219464302,605700.1301677972,468467.82201977726,0.3080239432030215,0.1167503066396136,0.3374616587970462,0.2377640913603184,589672.4932506492,-116082.49325064919,-87515.56156979808,502156.9316808511,rolling_rf
2024-04-01,2025-03-01,11,513445.0,574058.3533470108,888658.618852542,629339.5772858192,463750.697814373,0.3005881088411614,0.1155429883679323,0.3249487564260268,0.2589201463648795,599810.8988218121,-86365.89882181212,-86357.07918966071,513453.8196321514,rolling_rf
2024-04-01,2025-04-01,12,559835.0,593979.0784335375,908093.7673308623,640326.2640414154,459283.05206046463,0.29674668357785,0.1123974799122812,0.3204960492719944,0.2703597872378743,607722.4787192167,-47887.478719216655,-76450.71623777073,531271.7624814459,rolling_rf
2024-05-01,2024-06-01,1,585620.0,610298.0876017554,860523.6572265802,602129.8962560088,556679.9237984875,0.4440293206475748,0.0925410947474161,0.3850845954146163,0.0783449891903927,626108.0766254108,-40488.07662541082,-28525.132857402437,597582.9437680084,rolling_rf
2024-05-01,2024-07-01,2,563955.0,604283.4028416676,860811.1986087522,601040.082038765,549302.4257601425,0.4293856974690624,0.0958995667134387,0.3857743107479188,0.0889404250695799,622743.0859860388,-58788.085986038786,-36948.91818752042,585794.1677985183,rolling_rf
2024-05-01,2024-08-01,3,567725.0,605576.6123102475,865949.5176941524,601628.8617504654,542380.6885891422,0.4038451046357574,0.0982271783093034,0.3991338786271774,0.0987938384277616,623333.2592441292,-55608.25924412918,-41357.929437305516,581975.3298068236,rolling_rf
2024-05-01,2024-09-01,4,565870.0,602560.9895586552,869966.1862813876,620723.2610832058,535182.9771986301,0.3776601907634322,0.113182740843733,0.3834841373547515,0.1256729310380832,631323.9933667822,-65453.993366782204,-54881.083184563744,576442.9101822184,rolling_rf
2024-05-01,2024-10-01,5,557710.0,606743.0362816072,865037.2042048041,626932.3485921604,529031.2173342707,0.3604224034460976,0.1133862501192218,0.3846145682495661,0.1415767781851144,632792.9580941934,-75082.95809419337,-61388.09138332066,571404.8667108727,rolling_rf
2024-05-01,2024-11-01,6,525185.0,581069.0607167564,864440.7269717127,587284.7090118026,522493.724920305,0.3435219488207844,0.1135514598167435,0.3802169671998156,0.1627096241626564,606078.8511619909,-80893.8511619909,-61068.75001192691,545010.101150064,rolling_rf
2024-05-01,2024-12-01,7,440185.0,536708.7387671588,854347.1793268138,580076.6324896679,517479.3041569294,0.3332766218403247,0.1159570638127164,0.3633934128288036,0.1873729015181553,585697.6916380536,-145512.69163805363,-109857.42734228125,475840.26429577236,rolling_rf
2024-05-01,2025-01-01,8,473755.0,555316.899099382,858054.4245448131,599063.5660673109,516212.3432037583,0.3251544241296235,0.1176073530484933,0.342973192958581,0.214265029863302,597546.2533499893,-123791.2533499893,-84017.14213998761,513529.1112100017,rolling_rf
2024-05-01,2025-02-01,9,473590.0,549456.7081222346,870356.3914125891,600218.095758435,513093.1369618453,0.313521122291013,0.1136721657329021,0.3390958462424773,0.2337108657336075,594648.4841047312,-121058.48410473124,-97898.12820355849,496750.35590117273,rolling_rf
2024-05-01,2025-03-01,10,513445.0,566689.3984696468,881548.0310157391,626238.1722875311,510713.7336461627,0.3109479251249821,0.1141612175895624,0.3315199888122383,0.243370868473217,608752.805998124,-95307.80599812395,-94602.90985901203,514149.89613911195,rolling_rf
2024-05-01,2025-04-01,11,559835.0,586287.3315351858,901043.7465404082,637951.4294993209,508274.70305565937,0.3033772162991215,0.1132369730165842,0.3212082614507408,0.2621775492335534,618071.1705503796,-58236.17055037955,-74160.80931910092,543910.3612312786,rolling_rf
2024-05-01,2025-05-01,12,543630.0,575966.9275433581,899888.7834941176,626188.6681745441,504352.9486194527,0.2996419408165767,0.1104873892081407,0.3201647134649614,0.2697059565103212,608520.7202285263,-64890.720228526276,-72448.67103343934,536072.0491950869,rolling_rf
